"strategy","day","seed","dust","cells","data","cores","bioloid_count","can_synth_scout","first_synthesis_day","dispatched","completed","failed","aborted","damage","syntheses","success_rate"
"risky","1","3901","48","16","101","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","4001","45","20","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","4101","48","18","96","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","4201","43","18","99","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","1","4301","41","19","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","4401","45","18","102","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","4501","45","20","104","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","4601","44","17","106","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","4701","45","20","108","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","4801","48","19","109","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","4901","41","20","106","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","1","5001","44","16","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","5101","43","20","101","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","5201","45","14","104","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","5301","48","21","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","5401","45","20","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","5501","48","19","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","5601","46","18","105","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","5701","46","17","101","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","5801","42","19","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","5901","45","16","101","3","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","6001","45","18","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","6101","48","16","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","6201","48","19","100","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","6301","47","14","107","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","6401","46","19","104","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","6501","44","16","97","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","6601","42","18","101","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","6701","50","14","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","6801","49","16","106","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","6901","50","16","107","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","7001","49","14","98","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","7101","49","18","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","7201","45","19","101","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","7301","48","18","108","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","7401","47","20","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","7501","47","18","100","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","7601","45","18","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","7701","44","22","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","7801","45","16","100","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","7901","47","17","104","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","8001","44","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","8101","46","16","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","8201","41","14","109","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","8301","48","18","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","8401","48","14","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","8501","44","20","96","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","8601","47","19","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","8701","50","16","105","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","8801","44","14","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","8901","44","19","101","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","9001","50","21","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","9101","39","17","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","9201","49","17","101","2","4","true","1","3","2","1","0","7","1","66.67"
"risky","1","9301","46","18","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","9401","45","18","102","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","1","9501","42","18","107","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","9601","43","20","104","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","9701","46","14","102","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","9801","47","22","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","9901","44","20","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","1","40","19","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","101","43","20","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","201","46","18","103","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","301","43","20","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","401","42","20","103","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","10","501","49","20","98","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","601","45","22","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","701","44","19","107","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","10","801","48","17","103","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","901","48","17","96","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","10","1001","44","18","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","1101","45","17","101","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","1201","51","18","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","1301","43","17","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","1401","48","19","105","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","1501","47","21","106","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","10","1601","42","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","1701","42","21","97","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","10","1801","45","21","103","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","1901","44","14","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","2001","51","20","103","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","2101","44","17","106","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","2201","49","20","106","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","2301","51","18","98","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","2401","39","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","2501","41","21","109","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","2601","44","19","99","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","2701","50","16","106","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","2801","49","21","101","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","2901","50","20","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","3001","47","18","96","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","3101","44","20","104","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","10","3201","44","20","108","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","3301","45","20","110","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","3401","44","18","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","3501","45","18","103","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","3601","43","16","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","3701","50","18","100","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","3801","46","16","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","3901","48","16","101","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","4001","45","20","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","4101","48","18","96","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","4201","43","18","99","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","10","4301","41","19","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","4401","45","18","102","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","4501","45","20","104","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","4601","44","17","106","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","4701","45","20","108","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","4801","48","19","109","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","4901","41","20","106","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","10","5001","44","16","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","5101","43","20","101","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","5201","45","14","104","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","5301","48","21","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","5401","45","20","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","5501","48","19","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","5601","46","18","105","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","5701","46","17","101","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","5801","42","19","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","5901","45","16","101","3","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","6001","45","18","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","6101","48","16","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","6201","48","19","100","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","6301","47","14","107","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","6401","46","19","104","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","6501","44","16","97","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","6601","42","18","101","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","6701","50","14","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","6801","49","16","106","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","6901","50","16","107","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","7001","49","14","98","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","7101","49","18","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","7201","45","19","101","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","7301","48","18","108","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","7401","47","20","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","7501","47","18","100","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","7601","45","18","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","7701","44","22","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","7801","45","16","100","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","7901","47","17","104","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","8001","44","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","8101","46","16","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","8201","41","14","109","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","8301","48","18","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","8401","48","14","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","8501","44","20","96","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","8601","47","19","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","8701","50","16","105","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","8801","44","14","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","8901","44","19","101","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","9001","50","21","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","10","9101","39","17","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","9201","49","17","101","2","4","true","1","3","2","1","0","7","1","66.67"
"risky","10","9301","46","18","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","9401","45","18","102","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","10","9501","42","18","107","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","9601","43","20","104","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","10","9701","46","14","102","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","10","9801","47","22","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","10","9901","44","20","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","1","40","19","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","101","43","20","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","201","46","18","103","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","301","43","20","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","401","42","20","103","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","100","501","49","20","98","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","601","45","22","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","701","44","19","107","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","100","801","48","17","103","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","901","48","17","96","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","100","1001","44","18","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","1101","45","17","101","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","1201","51","18","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","1301","43","17","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","1401","48","19","105","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","1501","47","21","106","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","100","1601","42","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","1701","42","21","97","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","100","1801","45","21","103","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","1901","44","14","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","2001","51","20","103","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","2101","44","17","106","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","2201","49","20","106","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","2301","51","18","98","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","2401","39","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","2501","41","21","109","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","2601","44","19","99","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","2701","50","16","106","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","2801","49","21","101","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","2901","50","20","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","3001","47","18","96","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","3101","44","20","104","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","100","3201","44","20","108","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","3301","45","20","110","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","3401","44","18","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","3501","45","18","103","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","3601","43","16","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","3701","50","18","100","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","3801","46","16","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","3901","48","16","101","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","4001","45","20","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","4101","48","18","96","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","4201","43","18","99","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","100","4301","41","19","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","4401","45","18","102","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","4501","45","20","104","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","4601","44","17","106","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","4701","45","20","108","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","4801","48","19","109","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","4901","41","20","106","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","100","5001","44","16","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","5101","43","20","101","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","5201","45","14","104","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","5301","48","21","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","5401","45","20","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","5501","48","19","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","5601","46","18","105","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","5701","46","17","101","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","5801","42","19","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","5901","45","16","101","3","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","6001","45","18","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","6101","48","16","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","6201","48","19","100","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","6301","47","14","107","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","6401","46","19","104","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","6501","44","16","97","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","6601","42","18","101","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","6701","50","14","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","6801","49","16","106","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","6901","50","16","107","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","7001","49","14","98","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","7101","49","18","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","7201","45","19","101","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","7301","48","18","108","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","7401","47","20","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","7501","47","18","100","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","7601","45","18","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","7701","44","22","105","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","7801","45","16","100","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","7901","47","17","104","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","8001","44","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","8101","46","16","99","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","8201","41","14","109","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","8301","48","18","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","8401","48","14","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","8501","44","20","96","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","8601","47","19","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","8701","50","16","105","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","8801","44","14","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","8901","44","19","101","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","9001","50","21","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","100","9101","39","17","102","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","9201","49","17","101","2","4","true","1","3","2","1","0","7","1","66.67"
"risky","100","9301","46","18","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","9401","45","18","102","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","100","9501","42","18","107","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","9601","43","20","104","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","100","9701","46","14","102","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","100","9801","47","22","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","100","9901","44","20","104","2","4","true","1","3","2","1","0","4","1","66.67"
"safe","1","1","43","10","89","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","101","45","10","102","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","201","43","10","95","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","301","45","10","93","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","401","48","10","101","2","4","true","1","10","10","0","0","2","1","100.00"
"safe","1","501","46","10","98","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","601","49","10","101","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","701","52","10","108","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","801","49","10","93","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","901","46","10","107","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","1001","47","10","98","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","1101","43","10","89","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","1201","44","10","87","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","1301","44","10","103","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","1401","44","10","101","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","1501","44","10","102","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","1601","42","10","103","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","1701","45","10","93","2","4","true","1","10","10","0","0","8","1","100.00"
"safe","1","1801","52","10","100","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","1901","42","10","109","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","2001","43","10","97","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","2101","42","10","107","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","2201","52","10","98","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","2301","47","10","117","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","2401","46","10","106","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","2501","41","10","88","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","2601","46","10","105","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","2701","43","10","100","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","2801","45","10","75","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","2901","47","10","103","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","3001","47","10","89","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","3101","43","10","99","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","3201","45","10","113","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","3301","46","10","86","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","3401","48","10","97","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","3501","48","10","91","2","4","true","1","10","10","0","0","8","1","100.00"
"safe","1","3601","44","10","116","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","3701","46","10","94","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","3801","46","10","98","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","3901","45","10","106","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","4001","40","10","101","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","4101","46","10","90","2","4","true","1","10","10","0","0","2","1","100.00"
"safe","1","4201","42","10","105","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","4301","45","10","96","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","4401","47","10","88","2","4","true","1","10","10","0","0","8","1","100.00"
"safe","1","4501","42","10","100","2","4","true","1","10","10","0","0","8","1","100.00"
"safe","1","4601","48","10","106","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","4701","43","10","98","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","4801","40","10","93","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","4901","45","10","97","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","5001","45","10","85","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","5101","45","10","103","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","5201","46","10","101","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","5301","42","10","91","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","5401","42","10","89","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","5501","44","10","97","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","5601","45","10","101","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","5701","42","10","110","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","5801","46","10","110","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","5901","47","10","87","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","6001","46","10","104","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","6101","44","10","95","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","6201","42","10","99","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","6301","45","10","107","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","6401","43","10","109","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","6501","47","10","101","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","6601","46","10","87","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","6701","47","10","111","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","6801","41","10","88","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","6901","43","10","109","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","7001","45","10","101","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","7101","48","10","100","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","7201","50","10","98","2","4","true","1","10","10","0","0","8","1","100.00"
"safe","1","7301","44","10","94","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","7401","45","10","93","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","7501","41","10","98","2","4","true","1","10","10","0","0","2","1","100.00"
"safe","1","7601","46","10","95","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","7701","44","10","102","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","7801","47","10","108","2","4","true","1","10","10","0","0","6","1","100.00"
"safe","1","7901","47","10","107","2","4","true","1","10","10","0","0","4","1","100.00"
"safe","1","8001","47","10","93","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","8101","44","10","89","2","4","true","1","10","10","0","0","7","1","100.00"
"safe","1","8201","48","10","104","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","8301","39","10","102","2","4","true","1","10","10","0","0","9","1","100.00"
"safe","1","8401","48","10","111","2","4","true","1","10","10","0","0","3","1","100.00"
"safe","1","8501","46","10","97","2","4","true","1","10","10","0","0","5","1","100.00"
"safe","1","8601","45","10","110","2","4","true","1","10","10","0","0","3","1","100.00"
